timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,grpThreads,allThreads,URL,Latency
1443559562225,276,Hello json,200,OK,Azure A1 2-1,text,true,270,3,3,http://azua1.test.itcrowd/json,276
1443559562326,273,Hello json,200,OK,Azure A1 2-2,text,true,270,4,4,http://azua1.test.itcrowd/json,273
1443559562503,151,simple DB,200,OK,Azure A1 2-1,text,true,274,5,5,http://azua1.test.itcrowd/db,151
1443559562430,269,Hello json,200,OK,Azure A1 2-3,text,true,270,5,5,http://azua1.test.itcrowd/json,269
1443559562601,140,simple DB,200,OK,Azure A1 2-2,text,true,274,6,6,http://azua1.test.itcrowd/db,140
1443559562531,268,Hello json,200,OK,Azure A1 2-4,text,true,270,6,6,http://azua1.test.itcrowd/json,268
1443559562655,150,Multiple DB 5,200,OK,Azure A1 2-1,text,true,404,6,6,http://azua1.test.itcrowd/db?queries=5,150
1443559562700,139,simple DB,200,OK,Azure A1 2-3,text,true,273,7,7,http://azua1.test.itcrowd/db,139
1443559562743,142,Multiple DB 5,200,OK,Azure A1 2-2,text,true,404,7,7,http://azua1.test.itcrowd/db?queries=5,142
1443559562634,267,Hello json,200,OK,Azure A1 2-5,text,true,270,7,7,http://azua1.test.itcrowd/json,267
1443559562801,144,simple DB,200,OK,Azure A1 2-4,text,true,274,8,8,http://azua1.test.itcrowd/db,144
1443559562841,142,Multiple DB 5,200,OK,Azure A1 2-3,text,true,403,8,8,http://azua1.test.itcrowd/db?queries=5,142
1443559562734,268,Hello json,200,OK,Azure A1 2-6,text,true,270,8,8,http://azua1.test.itcrowd/json,268
1443559562902,148,simple DB,200,OK,Azure A1 2-5,text,true,274,9,9,http://azua1.test.itcrowd/db,148
1443559562946,139,Multiple DB 5,200,OK,Azure A1 2-4,text,true,402,9,9,http://azua1.test.itcrowd/db?queries=5,139
1443559562807,291,Multiple DB 50,200,OK,Azure A1 2-1,text,true,1836,9,9,http://azua1.test.itcrowd/db?queries=50,159
1443559562832,276,Hello json,200,OK,Azure A1 2-7,text,true,270,9,9,http://azua1.test.itcrowd/json,276
1443559563004,146,simple DB,200,OK,Azure A1 2-6,text,true,273,10,10,http://azua1.test.itcrowd/db,146
1443559562886,293,Multiple DB 50,200,OK,Azure A1 2-2,text,true,1827,10,10,http://azua1.test.itcrowd/db?queries=50,164
1443559563051,142,Multiple DB 5,200,OK,Azure A1 2-5,text,true,402,10,10,http://azua1.test.itcrowd/db?queries=5,142
1443559562933,269,Hello json,200,OK,Azure A1 2-8,text,true,270,10,10,http://azua1.test.itcrowd/json,269
1443559563110,157,simple DB,200,OK,Azure A1 2-7,text,true,274,11,11,http://azua1.test.itcrowd/db,157
1443559562984,290,Multiple DB 50,200,OK,Azure A1 2-3,text,true,1837,11,11,http://azua1.test.itcrowd/db?queries=50,161
1443559563032,274,Hello json,200,OK,Azure A1 2-9,text,true,270,11,11,http://azua1.test.itcrowd/json,274
1443559563152,160,Multiple DB 5,200,OK,Azure A1 2-6,text,true,403,11,11,http://azua1.test.itcrowd/db?queries=5,160
1443559563086,299,Multiple DB 50,200,OK,Azure A1 2-4,text,true,1841,12,12,http://azua1.test.itcrowd/db?queries=50,171
1443559563203,237,simple DB,200,OK,Azure A1 2-8,text,true,273,13,13,http://azua1.test.itcrowd/db,237
1443559563135,341,Hello json,200,OK,Azure A1 2-10,text,true,270,13,13,http://azua1.test.itcrowd/json,341
1443559563194,324,Multiple DB 50,200,OK,Azure A1 2-5,text,true,1832,13,13,http://azua1.test.itcrowd/db?queries=50,196
1443559563269,258,Multiple DB 5,200,OK,Azure A1 2-7,text,true,403,13,13,http://azua1.test.itcrowd/db?queries=5,258
1443559563308,363,simple DB,200,OK,Azure A1 2-9,text,true,274,15,15,http://azua1.test.itcrowd/db,363
1443559563230,490,Hello json,200,OK,Azure A1 2-11,text,true,270,15,15,http://azua1.test.itcrowd/json,490
1443559563099,637,Multiple DB 500,200,OK,Azure A1 2-1,text,true,16147,16,16,http://azua1.test.itcrowd/db?queries=500,506
1443559563442,375,Multiple DB 5,200,OK,Azure A1 2-8,text,true,403,16,16,http://azua1.test.itcrowd/db?queries=5,375
1443559563333,512,Hello json,200,OK,Azure A1 2-12,text,true,270,17,17,http://azua1.test.itcrowd/json,512
1443559563181,693,Multiple DB 500,200,OK,Azure A1 2-2,text,true,16167,17,17,http://azua1.test.itcrowd/db?queries=500,562
1443559563477,401,simple DB,200,OK,Azure A1 2-10,text,true,272,17,17,http://azua1.test.itcrowd/db,401
1443559563314,598,Multiple DB 50,200,OK,Azure A1 2-6,text,true,1832,17,17,http://azua1.test.itcrowd/db?queries=50,468
1443559563433,643,Hello json,200,OK,Azure A1 2-13,text,true,270,19,19,http://azua1.test.itcrowd/json,643
1443559563532,563,Hello json,200,OK,Azure A1 2-14,text,true,270,19,19,http://azua1.test.itcrowd/json,563
1443559563673,462,Multiple DB 5,200,OK,Azure A1 2-9,text,true,404,20,20,http://azua1.test.itcrowd/db?queries=5,462
1443559563529,612,Multiple DB 50,200,OK,Azure A1 2-7,text,true,1838,20,20,http://azua1.test.itcrowd/db?queries=50,480
1443559563722,429,simple DB,200,OK,Azure A1 2-11,text,true,274,20,20,http://azua1.test.itcrowd/db,429
1443559563276,891,Multiple DB 500,200,OK,Azure A1 2-3,text,true,16151,20,20,http://azua1.test.itcrowd/db?queries=500,760
1443559563633,563,Hello json,200,OK,Azure A1 2-15,text,true,270,20,20,http://azua1.test.itcrowd/json,563
1443559563846,437,simple DB,200,OK,Azure A1 2-12,text,true,274,21,21,http://azua1.test.itcrowd/db,437
1443559563735,589,Hello json,200,OK,Azure A1 2-16,text,true,270,21,21,http://azua1.test.itcrowd/json,589
1443559563742,607,Fortunes,200,OK,Azure A1 2-1,text,true,2491,22,22,http://azua1.test.itcrowd/fortunes,477
1443559563879,476,Multiple DB 5,200,OK,Azure A1 2-10,text,true,404,22,22,http://azua1.test.itcrowd/db?queries=5,476
1443559563836,560,Hello json,200,OK,Azure A1 2-17,text,true,270,22,22,http://azua1.test.itcrowd/json,560
1443559563933,467,Hello json,200,OK,Azure A1 2-18,text,true,270,22,22,http://azua1.test.itcrowd/json,467
1443559563387,1034,Multiple DB 500,200,OK,Azure A1 2-4,text,true,16147,22,22,http://azua1.test.itcrowd/db?queries=500,905
1443559563819,610,Multiple DB 50,200,OK,Azure A1 2-8,text,true,1830,22,22,http://azua1.test.itcrowd/db?queries=50,480
1443559564078,361,simple DB,200,OK,Azure A1 2-13,text,true,274,23,23,http://azua1.test.itcrowd/db,361
1443559564097,348,simple DB,200,OK,Azure A1 2-14,text,true,274,23,23,http://azua1.test.itcrowd/db,348
1443559563875,617,Fortunes,200,OK,Azure A1 2-2,text,true,2491,23,23,http://azua1.test.itcrowd/fortunes,482
1443559564151,354,Multiple DB 5,200,OK,Azure A1 2-11,text,true,403,23,23,http://azua1.test.itcrowd/db?queries=5,354
1443559563520,995,Multiple DB 500,200,OK,Azure A1 2-5,text,true,16141,23,23,http://azua1.test.itcrowd/db?queries=500,856
1443559564034,492,Hello json,200,OK,Azure A1 2-19,text,true,270,23,23,http://azua1.test.itcrowd/json,492
1443559564198,376,simple DB,200,OK,Azure A1 2-15,text,true,274,24,24,http://azua1.test.itcrowd/db,376
1443559564134,480,Hello json,200,OK,Azure A1 2-20,text,true,270,24,24,http://azua1.test.itcrowd/json,480
1443559564138,481,Multiple DB 50,200,OK,Azure A1 2-9,text,true,1835,24,24,http://azua1.test.itcrowd/db?queries=50,346
1443559564285,362,Multiple DB 5,200,OK,Azure A1 2-12,text,true,402,25,25,http://azua1.test.itcrowd/db?queries=5,362
1443559564325,351,simple DB,200,OK,Azure A1 2-16,text,true,274,25,25,http://azua1.test.itcrowd/db,351
1443559564169,541,Fortunes,200,OK,Azure A1 2-3,text,true,2491,25,25,http://azua1.test.itcrowd/fortunes,412
1443559564236,480,Hello json,200,OK,Azure A1 2-21,text,true,270,25,25,http://azua1.test.itcrowd/json,480
1443559564398,391,simple DB,200,OK,Azure A1 2-17,text,true,274,26,26,http://azua1.test.itcrowd/db,391
1443559564401,467,simple DB,200,OK,Azure A1 2-18,text,true,274,27,27,http://azua1.test.itcrowd/db,467
1443559564356,554,Multiple DB 50,200,OK,Azure A1 2-10,text,true,1839,27,27,http://azua1.test.itcrowd/db?queries=50,425
1443559564440,501,Multiple DB 5,200,OK,Azure A1 2-13,text,true,400,28,28,http://azua1.test.itcrowd/db?queries=5,501
1443559564446,507,Multiple DB 5,200,OK,Azure A1 2-14,text,true,402,28,28,http://azua1.test.itcrowd/db?queries=5,507
1443559563913,1064,Multiple DB 500,200,OK,Azure A1 2-6,text,true,16134,28,28,http://azua1.test.itcrowd/db?queries=500,933
1443559564336,667,Hello json,200,OK,Azure A1 2-22,text,true,270,28,28,http://azua1.test.itcrowd/json,667
1443559564422,591,Fortunes,200,OK,Azure A1 2-4,text,true,2491,28,28,http://azua1.test.itcrowd/fortunes,463
1443559564142,1013,Multiple DB 500,200,OK,Azure A1 2-7,text,true,16157,30,30,http://azua1.test.itcrowd/db?queries=500,877
1443559564436,753,Hello json,200,OK,Azure A1 2-23,text,true,270,30,30,http://azua1.test.itcrowd/json,753
1443559564527,684,simple DB,200,OK,Azure A1 2-19,text,true,273,30,30,http://azua1.test.itcrowd/db,684
1443559564516,740,Fortunes,200,OK,Azure A1 2-5,text,true,2491,31,31,http://azua1.test.itcrowd/fortunes,611
1443559564507,752,Multiple DB 50,200,OK,Azure A1 2-11,text,true,1835,31,31,http://azua1.test.itcrowd/db?queries=50,623
1443559564575,698,Multiple DB 5,200,OK,Azure A1 2-15,text,true,404,31,31,http://azua1.test.itcrowd/db?queries=5,698
1443559564615,677,simple DB,200,OK,Azure A1 2-20,text,true,274,31,31,http://azua1.test.itcrowd/db,677
1443559564536,970,Hello json,200,OK,Azure A1 2-24,text,true,270,33,33,http://azua1.test.itcrowd/json,970
1443559564649,921,Multiple DB 50,200,OK,Azure A1 2-12,text,true,1826,34,34,http://azua1.test.itcrowd/db?queries=50,790
1443559564677,917,Multiple DB 5,200,OK,Azure A1 2-16,text,true,403,34,34,http://azua1.test.itcrowd/db?queries=5,916
1443559564431,1217,Multiple DB 500,200,OK,Azure A1 2-8,text,true,16135,35,35,http://azua1.test.itcrowd/db?queries=500,1085
1443559564717,962,simple DB,200,OK,Azure A1 2-21,text,true,274,35,35,http://azua1.test.itcrowd/db,962
1443559564634,1115,Hello json,200,OK,Azure A1 2-25,text,true,270,36,36,http://azua1.test.itcrowd/json,1115
1443559564736,1094,Hello json,200,OK,Azure A1 2-26,text,true,270,36,36,http://azua1.test.itcrowd/json,1094
1443559564791,1053,Multiple DB 5,200,OK,Azure A1 2-17,text,true,404,37,37,http://azua1.test.itcrowd/db?queries=5,1053
1443559564351,1551,Multiple DB update 500,200,OK,Azure A1 2-1,text,true,16139,37,37,http://azua1.test.itcrowd/updates?queries=500,1419
1443559564869,1050,Multiple DB 5,200,OK,Azure A1 2-18,text,true,403,37,37,http://azua1.test.itcrowd/db?queries=5,1050
1443559564837,1279,Hello json,200,OK,Azure A1 2-27,text,true,270,39,39,http://azua1.test.itcrowd/json,1279
1443559564620,1527,Multiple DB 500,200,OK,Azure A1 2-9,text,true,16149,40,40,http://azua1.test.itcrowd/db?queries=500,1398
1443559565005,1187,simple DB,200,OK,Azure A1 2-22,text,true,274,40,40,http://azua1.test.itcrowd/db,1187
1443559564946,1269,Multiple DB 50,200,OK,Azure A1 2-13,text,true,1839,40,40,http://azua1.test.itcrowd/db?queries=50,1140
1443559564940,1305,Hello json,200,OK,Azure A1 2-28,text,true,270,41,41,http://azua1.test.itcrowd/json,1305
1443559565041,1242,Hello json,200,OK,Azure A1 2-29,text,true,270,41,41,http://azua1.test.itcrowd/json,1242
1443559564955,1352,Multiple DB 50,200,OK,Azure A1 2-14,text,true,1834,41,41,http://azua1.test.itcrowd/db?queries=50,1224
1443559564979,1343,Fortunes,200,OK,Azure A1 2-6,text,true,2491,41,41,http://azua1.test.itcrowd/fortunes,1213
1443559564494,1832,Multiple DB update 500,200,OK,Azure A1 2-2,text,true,16147,41,41,http://azua1.test.itcrowd/updates?queries=500,1572
1443559565191,1163,simple DB,200,OK,Azure A1 2-23,text,true,274,42,42,http://azua1.test.itcrowd/db,1163
1443559565213,1156,Multiple DB 5,200,OK,Azure A1 2-19,text,true,403,42,42,http://azua1.test.itcrowd/db?queries=5,1156
1443559565156,1261,Fortunes,200,OK,Azure A1 2-7,text,true,2491,42,42,http://azua1.test.itcrowd/fortunes,1127
1443559565137,1522,Hello json,200,OK,Azure A1 2-30,text,true,270,45,45,http://azua1.test.itcrowd/json,1522
1443559564911,1790,Multiple DB 500,200,OK,Azure A1 2-10,text,true,16147,45,45,http://azua1.test.itcrowd/db?queries=500,1661
1443559565294,1510,Multiple DB 5,200,OK,Azure A1 2-20,text,true,404,46,46,http://azua1.test.itcrowd/db?queries=5,1510
1443559564712,2126,Multiple DB update 500,200,OK,Azure A1 2-3,text,true,16161,46,46,http://azua1.test.itcrowd/updates?queries=500,1994
1443559565242,1620,Hello json,200,OK,Azure A1 2-31,text,true,270,47,47,http://azua1.test.itcrowd/json,1620
1443559565341,1543,Hello json,200,OK,Azure A1 2-32,text,true,270,47,47,http://azua1.test.itcrowd/json,1543
1443559565441,1489,Hello json,200,OK,Azure A1 2-33,text,true,270,47,47,http://azua1.test.itcrowd/json,1489
1443559565508,1431,simple DB,200,OK,Azure A1 2-24,text,true,274,47,47,http://azua1.test.itcrowd/db,1431
1443559565275,1671,Multiple DB 50,200,OK,Azure A1 2-15,text,true,1834,48,48,http://azua1.test.itcrowd/db?queries=50,1540
1443559565544,1634,Hello json,200,OK,Azure A1 2-34,text,true,270,50,50,http://azua1.test.itcrowd/json,1634
1443559565595,1629,Multiple DB 50,200,OK,Azure A1 2-16,text,true,1834,50,50,http://azua1.test.itcrowd/db?queries=50,1497
1443559565260,1970,Multiple DB 500,200,OK,Azure A1 2-11,text,true,16154,50,50,http://azua1.test.itcrowd/db?queries=500,1839
1443559565681,1590,Multiple DB 5,200,OK,Azure A1 2-21,text,true,404,51,51,http://azua1.test.itcrowd/db?queries=5,1590
1443559565750,1536,simple DB,200,OK,Azure A1 2-25,text,true,274,51,51,http://azua1.test.itcrowd/db,1536
1443559565651,1675,Fortunes,200,OK,Azure A1 2-8,text,true,2491,51,51,http://azua1.test.itcrowd/fortunes,1545
1443559565643,1703,Hello json,200,OK,Azure A1 2-35,text,true,270,51,51,http://azua1.test.itcrowd/json,1703
1443559565257,2098,Multiple DB update 500,500,Internal Server Error,Azure A1 2-5,text,false,848,52,52,http://azua1.test.itcrowd/updates?queries=500,2098
1443559565832,1541,simple DB,200,OK,Azure A1 2-26,text,true,274,52,52,http://azua1.test.itcrowd/db,1541
1443559565743,1673,Hello json,200,OK,Azure A1 2-36,text,true,270,52,52,http://azua1.test.itcrowd/json,1673
1443559565841,1619,Hello json,200,OK,Azure A1 2-37,text,true,270,53,53,http://azua1.test.itcrowd/json,1618
1443559565940,1576,Hello json,200,OK,Azure A1 2-38,text,true,270,53,53,http://azua1.test.itcrowd/json,1576
1443559566117,1466,simple DB,200,OK,Azure A1 2-27,text,true,273,54,54,http://azua1.test.itcrowd/db,1466
1443559566044,1553,Hello json,200,OK,Azure A1 2-39,text,true,270,54,54,http://azua1.test.itcrowd/json,1553
1443559565847,1788,Multiple DB 50,200,OK,Azure A1 2-17,text,true,1836,54,54,http://azua1.test.itcrowd/db?queries=50,1652
1443559565015,2624,Multiple DB update 500,200,OK,Azure A1 2-4,text,true,16156,54,54,http://azua1.test.itcrowd/updates?queries=500,2366
1443559566147,1504,Hello json,200,OK,Azure A1 2-40,text,true,270,55,55,http://azua1.test.itcrowd/json,1504
1443559566193,1470,Multiple DB 5,200,OK,Azure A1 2-22,text,true,404,55,55,http://azua1.test.itcrowd/db?queries=5,1470
1443559566252,1417,simple DB,200,OK,Azure A1 2-28,text,true,273,55,55,http://azua1.test.itcrowd/db,1417
1443559565921,1750,Multiple DB 50,200,OK,Azure A1 2-18,text,true,1830,55,55,http://azua1.test.itcrowd/db?queries=50,1619
1443559566285,1436,simple DB,200,OK,Azure A1 2-29,text,true,274,55,55,http://azua1.test.itcrowd/db,1436
1443559566154,1571,Fortunes,200,OK,Azure A1 2-9,text,true,2491,55,55,http://azua1.test.itcrowd/fortunes,1443
1443559565904,1837,Multiple DB update 50,200,OK,Azure A1 2-1,text,true,1832,55,55,http://azua1.test.itcrowd/updates?queries=50,1699
1443559566359,1439,Multiple DB 5,200,OK,Azure A1 2-23,text,true,403,56,56,http://azua1.test.itcrowd/db?queries=5,1439
1443559565572,2253,Multiple DB 500,200,OK,Azure A1 2-12,text,true,16159,56,56,http://azua1.test.itcrowd/db?queries=500,2121
1443559566244,1745,Hello json,200,OK,Azure A1 2-41,text,true,270,58,58,http://azua1.test.itcrowd/json,1745
1443559566352,1691,Hello json,200,OK,Azure A1 2-42,text,true,270,58,58,http://azua1.test.itcrowd/json,1691
1443559566328,1741,Multiple DB update 50,200,OK,Azure A1 2-2,text,true,1837,59,59,http://azua1.test.itcrowd/updates?queries=50,1612
1443559566370,1718,Multiple DB 50,200,OK,Azure A1 2-19,text,true,1831,59,59,http://azua1.test.itcrowd/db?queries=50,1585
1443559566452,1648,Hello json,200,OK,Azure A1 2-43,text,true,270,59,59,http://azua1.test.itcrowd/json,1648
1443559566660,1525,simple DB,200,OK,Azure A1 2-30,text,true,274,60,60,http://azua1.test.itcrowd/db,1525
1443559566547,1709,Hello json,200,OK,Azure A1 2-44,text,true,270,61,61,http://azua1.test.itcrowd/json,1709
1443559566648,1717,Hello json,200,OK,Azure A1 2-45,text,true,270,62,62,http://azua1.test.itcrowd/json,1717
1443559566216,2203,Multiple DB 500,200,OK,Azure A1 2-13,text,true,16144,62,62,http://azua1.test.itcrowd/db?queries=500,2073
1443559566863,1565,simple DB,200,OK,Azure A1 2-31,text,true,274,62,62,http://azua1.test.itcrowd/db,1565
1443559566308,2176,Multiple DB 500,200,OK,Azure A1 2-14,text,true,16137,63,63,http://azua1.test.itcrowd/db?queries=500,2046
1443559566756,1730,Hello json,200,OK,Azure A1 2-46,text,true,270,63,63,http://azua1.test.itcrowd/json,1730
1443559566703,1790,Fortunes,200,OK,Azure A1 2-10,text,true,2491,63,63,http://azua1.test.itcrowd/fortunes,1662
1443559566886,1673,simple DB,200,OK,Azure A1 2-32,text,true,274,64,64,http://azua1.test.itcrowd/db,1673
1443559566931,1646,simple DB,200,OK,Azure A1 2-33,text,true,273,64,64,http://azua1.test.itcrowd/db,1646
1443559566941,1688,Multiple DB 5,200,OK,Azure A1 2-24,text,true,404,64,64,http://azua1.test.itcrowd/db?queries=5,1688
1443559566805,1830,Multiple DB 50,200,OK,Azure A1 2-20,text,true,1835,64,64,http://azua1.test.itcrowd/db?queries=50,1699
1443559566850,1832,Hello json,200,OK,Azure A1 2-47,text,true,270,65,65,http://azua1.test.itcrowd/json,1832
1443559566953,1775,Hello json,200,OK,Azure A1 2-48,text,true,270,65,65,http://azua1.test.itcrowd/json,1775
1443559567179,1598,simple DB,200,OK,Azure A1 2-34,text,true,274,66,66,http://azua1.test.itcrowd/db,1598
1443559567053,1761,Hello json,200,OK,Azure A1 2-49,text,true,270,66,66,http://azua1.test.itcrowd/json,1761
1443559566839,2003,Multiple DB update 50,500,Internal Server Error,Azure A1 2-3,text,false,848,66,66,http://azua1.test.itcrowd/updates?queries=50,2003
1443559567155,1823,Hello json,200,OK,Azure A1 2-50,text,true,270,68,68,http://azua1.test.itcrowd/json,1823
1443559567287,1769,Multiple DB 5,200,OK,Azure A1 2-25,text,true,403,69,69,http://azua1.test.itcrowd/db?queries=5,1769
1443559567232,1827,Fortunes,200,OK,Azure A1 2-11,text,true,2491,69,69,http://azua1.test.itcrowd/fortunes,1697
1443559566418,2693,Multiple DB update 500,200,OK,Azure A1 2-7,text,true,16163,69,69,http://azua1.test.itcrowd/updates?queries=500,2558
1443559567364,1759,simple DB,200,OK,Azure A1 2-35,text,true,274,69,69,http://azua1.test.itcrowd/db,1759
1443559567273,1898,Multiple DB 50,200,OK,Azure A1 2-21,text,true,1835,70,70,http://azua1.test.itcrowd/db?queries=50,1762
1443559566324,2849,Multiple DB update 500,200,OK,Azure A1 2-6,text,true,16137,70,70,http://azua1.test.itcrowd/updates?queries=500,2586
1443559567374,1862,Multiple DB 5,200,OK,Azure A1 2-26,text,true,404,70,70,http://azua1.test.itcrowd/db?queries=5,1862
1443559567252,1995,Hello json,200,OK,Azure A1 2-51,text,true,270,70,70,http://azua1.test.itcrowd/json,1995
1443559566959,2344,Multiple DB 500,200,OK,Azure A1 2-15,text,true,16158,71,71,http://azua1.test.itcrowd/db?queries=500,2213
1443559567417,1895,simple DB,200,OK,Azure A1 2-36,text,true,274,71,71,http://azua1.test.itcrowd/db,1895
1443559567352,1966,Hello json,200,OK,Azure A1 2-52,text,true,270,71,71,http://azua1.test.itcrowd/json,1966
1443559567464,1856,simple DB,200,OK,Azure A1 2-37,text,true,274,71,71,http://azua1.test.itcrowd/db,1856
1443559567455,1924,Hello json,200,OK,Azure A1 2-53,text,true,270,72,72,http://azua1.test.itcrowd/json,1924
1443559567518,1880,simple DB,200,OK,Azure A1 2-38,text,true,274,72,72,http://azua1.test.itcrowd/db,1880
1443559567365,2039,Multiple DB update 50,200,OK,Azure A1 2-5,text,true,1838,72,72,http://azua1.test.itcrowd/updates?queries=50,1911
1443559567585,1830,Multiple DB 5,200,OK,Azure A1 2-27,text,true,403,72,72,http://azua1.test.itcrowd/db?queries=5,1830
1443559567599,1858,simple DB,200,OK,Azure A1 2-39,text,true,272,73,73,http://azua1.test.itcrowd/db,1858
1443559567665,1938,simple DB,200,OK,Azure A1 2-40,text,true,273,74,74,http://azua1.test.itcrowd/db,1937
1443559567226,2391,Multiple DB 500,200,OK,Azure A1 2-16,text,true,16135,74,74,http://azua1.test.itcrowd/db?queries=500,2258
1443559567670,2000,Multiple DB 5,200,OK,Azure A1 2-28,text,true,402,75,75,http://azua1.test.itcrowd/db?queries=5,2000
1443559567555,2168,Hello json,200,OK,Azure A1 2-54,text,true,270,75,75,http://azua1.test.itcrowd/json,2168
1443559567665,2069,Multiple DB 50,200,OK,Azure A1 2-22,text,true,1840,75,75,http://azua1.test.itcrowd/db?queries=50,1937
1443559567722,2073,Multiple DB 5,200,OK,Azure A1 2-29,text,true,404,76,76,http://azua1.test.itcrowd/db?queries=5,2073
1443559567641,2362,Multiple DB update 50,200,OK,Azure A1 2-4,text,true,1833,78,78,http://azua1.test.itcrowd/updates?queries=50,2228
1443559567743,2282,Multiple DB update 5,200,OK,Azure A1 2-1,text,true,403,78,78,http://azua1.test.itcrowd/updates?queries=5,2281
1443559567653,2412,Hello json,200,OK,Azure A1 2-55,text,true,270,78,78,http://azua1.test.itcrowd/json,2412
1443559567752,2384,Hello json,200,OK,Azure A1 2-56,text,true,270,78,78,http://azua1.test.itcrowd/json,2384
1443559567636,2546,Multiple DB 500,200,OK,Azure A1 2-17,text,true,16127,79,79,http://azua1.test.itcrowd/db?queries=500,2417
1443559567857,2330,Hello json,200,OK,Azure A1 2-57,text,true,270,79,79,http://azua1.test.itcrowd/json,2330
1443559567991,2240,simple DB,200,OK,Azure A1 2-41,text,true,274,79,79,http://azua1.test.itcrowd/db,2240
1443559568045,2205,simple DB,200,OK,Azure A1 2-42,text,true,273,79,79,http://azua1.test.itcrowd/db,2205
1443559567954,2331,Hello json,200,OK,Azure A1 2-58,text,true,270,80,80,http://azua1.test.itcrowd/json,2330
1443559567827,2462,Fortunes,200,OK,Azure A1 2-12,text,true,2491,80,80,http://azua1.test.itcrowd/fortunes,2331
1443559568070,2229,Multiple DB update 5,200,OK,Azure A1 2-2,text,true,401,80,80,http://azua1.test.itcrowd/updates?queries=5,2229
1443559568102,2217,simple DB,200,OK,Azure A1 2-43,text,true,274,79,79,http://azua1.test.itcrowd/db,2217
1443559567800,2519,Multiple DB 50,200,OK,Azure A1 2-23,text,true,1828,79,79,http://azua1.test.itcrowd/db?queries=50,2392
1443559568054,2287,Hello json,200,OK,Azure A1 2-59,text,true,270,79,79,http://azua1.test.itcrowd/json,2287
1443559567328,3026,Multiple DB update 500,200,OK,Azure A1 2-8,text,true,16159,80,80,http://azua1.test.itcrowd/updates?queries=500,2764
1443559568187,2185,Multiple DB 5,200,OK,Azure A1 2-30,text,true,404,80,80,http://azua1.test.itcrowd/db?queries=5,2185
1443559568265,2116,simple DB,200,OK,Azure A1 2-44,text,true,273,80,80,http://azua1.test.itcrowd/db,2116
1443559568151,2245,Hello json,200,OK,Azure A1 2-60,text,true,270,80,80,http://azua1.test.itcrowd/json,2245
1443559568252,2175,Hello json,200,OK,Azure A1 2-61,text,true,270,80,80,http://azua1.test.itcrowd/json,2175
1443559568366,2087,simple DB,200,OK,Azure A1 2-45,text,true,274,80,80,http://azua1.test.itcrowd/db,2087
1443559568431,2062,Multiple DB 5,200,OK,Azure A1 2-31,text,true,403,81,81,http://azua1.test.itcrowd/db?queries=5,2061
1443559567672,2827,Multiple DB 500,200,OK,Azure A1 2-18,text,true,16153,81,81,http://azua1.test.itcrowd/db?queries=500,2561
1443559568353,2146,Hello json,200,OK,Azure A1 2-62,text,true,270,81,81,http://azua1.test.itcrowd/json,2146
1443559568488,2065,simple DB,200,OK,Azure A1 2-46,text,true,274,81,81,http://azua1.test.itcrowd/db,2064
1443559568421,2188,Fortunes,200,OK,Azure A1 2-13,text,true,2491,82,82,http://azua1.test.itcrowd/fortunes,2058
1443559568567,2066,Multiple DB 5,200,OK,Azure A1 2-32,text,true,404,82,82,http://azua1.test.itcrowd/db?queries=5,2066
1443559568579,2081,Multiple DB 5,200,OK,Azure A1 2-33,text,true,403,83,83,http://azua1.test.itcrowd/db?queries=5,2081
1443559568456,2239,Hello json,200,OK,Azure A1 2-63,text,true,270,83,83,http://azua1.test.itcrowd/json,2239
1443559568486,2210,Fortunes,200,OK,Azure A1 2-14,text,true,2491,83,83,http://azua1.test.itcrowd/fortunes,2081
1443559568684,2221,simple DB,200,OK,Azure A1 2-47,text,true,274,85,85,http://azua1.test.itcrowd/db,2221
1443559568631,2308,Multiple DB 50,200,OK,Azure A1 2-24,text,true,1839,85,85,http://azua1.test.itcrowd/db?queries=50,2176
1443559568557,2393,Hello json,200,OK,Azure A1 2-64,text,true,270,85,85,http://azua1.test.itcrowd/json,2393
1443559568730,2229,simple DB,200,OK,Azure A1 2-48,text,true,274,86,86,http://azua1.test.itcrowd/db,2229
1443559568655,2345,Hello json,200,OK,Azure A1 2-65,text,true,270,86,86,http://azua1.test.itcrowd/json,2345
1443559568779,2233,Multiple DB 5,200,OK,Azure A1 2-34,text,true,404,86,86,http://azua1.test.itcrowd/db?queries=5,2233
1443559568089,2940,Multiple DB 500,200,OK,Azure A1 2-19,text,true,16158,86,86,http://azua1.test.itcrowd/db?queries=500,2806
1443559568816,2240,simple DB,200,OK,Azure A1 2-49,text,true,274,87,87,http://azua1.test.itcrowd/db,2240
1443559568754,2355,Hello json,200,OK,Azure A1 2-66,text,true,270,87,87,http://azua1.test.itcrowd/json,2355
1443559568844,2266,Multiple DB update 5,200,OK,Azure A1 2-3,text,true,404,87,87,http://azua1.test.itcrowd/updates?queries=5,2266
1443559568979,2159,simple DB,200,OK,Azure A1 2-50,text,true,274,86,86,http://azua1.test.itcrowd/db,2159
1443559568855,2306,Hello json,200,OK,Azure A1 2-67,text,true,270,87,87,http://azua1.test.itcrowd/json,2306
1443559568959,2246,Hello json,200,OK,Azure A1 2-68,text,true,270,87,87,http://azua1.test.itcrowd/json,2246
